,from,to,sign,weight
10142,SMAD3,CDC25A,-1,0.944
10143,SMAD3,CREBBP,1,0.959
10144,SMAD3,DAPK1,1,0.22
10145,SMAD3,E2F4,1,0.965
10146,SMAD3,EP300,1,0.967
10147,SMAD3,ESR1,1,0.957
10148,SMAD3,FOXA1,-1,0.267
10149,SMAD3,FOXO1,1,0.979
10150,SMAD3,FOXP3,1,0.71
10151,SMAD3,GATA3,1,0.961
10152,SMAD3,GNRHR,1,0.224
10153,SMAD3,JUN,1,0.989
10154,SMAD3,LEF1,1,0.764
10155,SMAD3,MAX,1,0.944
10156,SMAD3,NOTCH1,1,0.805
10157,SMAD3,NR3C1,-1,0.951
10158,SMAD3,PAX6,-1,0.407
10159,SMAD3,PIAS4,1,0.97
10160,SMAD3,RBL1,1,0.965
10161,SMAD3,RUNX2,-1,0.982
10162,SMAD3,SMAD2,1,0.976
10163,SMAD3,SMAD4,1,0.967
10164,SMAD3,SMAD7,1,0.964
10165,SMAD3,STAT3,1,0.775
10166,SMAD3,STRAP,-1,0.934
10167,SMAD3,TCF7L2,1,0.38
10168,SMAD3,TGFBR1,-1,0.995
10169,SMAD3,TGFBR2,-1,0.974
10170,SMAD3,PAX8,-1,0.462
10171,SMAD3,E2F5,1,0.97
10172,SMAD3,GSC,-1,0.958
10173,SMAD3,NKX2-1,-1,0.566
10174,SMAD4,AR,1,0.956
10175,SMAD4,ATF1,1,0.181
10176,SMAD4,ATF2,1,0.973
10177,SMAD4,CDKN1A,1,0.979
10178,SMAD4,CREB1,1,0.51
10179,SMAD4,CREBBP,1,0.971
10180,SMAD4,DAPK1,1,0.23
10181,SMAD4,E2F4,1,0.947
10182,SMAD4,EP300,1,0.976
10183,SMAD4,FOS,1,0.943
10184,SMAD4,GATA4,1,0.966
10185,SMAD4,GNRHR,1,0.254
10186,SMAD4,JUN,1,0.974
10187,SMAD4,LEF1,1,0.962
10188,SMAD4,RBL1,1,0.969
10189,SMAD4,SMAD2,1,0.971
10190,SMAD4,SMAD7,1,0.954
10191,SMAD4,TFDP1,1,0.919
10192,SMAD4,NKX2-5,1,0.954
10193,SMAD4,TOB1,1,0.611
10194,SMAD4,CTCF,1,0.94
10195,SMAD4,E2F5,1,0.961
10196,SMAD5,SMAD4,1,0.968
10197,SMAD6,ACVR1,1,0.849
10198,SMAD6,BMPR1B,1,0.983
10199,SMAD6,MAP3K7,-1,0.946
10200,SMAD6,PELI1,1,0.333
10201,SMAD6,SMAD4,-1,0.946
10202,SMAD7,ACVR1,1,0.798
10203,SMAD7,MAP3K1,-1,0.188
10204,SMAD7,MAP3K7,1,0.946
10205,SMAD7,PPP1CA,1,0.902
10206,SMAD7,PPP1R15A,1,0.973
10207,SMAD7,SMAD1,-1,0.957
10208,SMAD7,SMAD4,1,0.954
10209,SMAD7,SMURF1,1,0.99
10210,SMAD7,SMURF2,1,0.992
10211,SMAD7,STRAP,1,0.943
10212,SMAD7,TAB3,1,0.437
10213,SMAD7,TGFBR2,1,0.969
10214,SMAD9,SMAD2,-1,0.754
10215,SMAD9,SMAD4,1,0.963
10216,SMARCA2,SMARCB1,1,0.999
10217,SMARCA2,SMARCC1,1,0.999
10218,SMARCA2,SMARCC2,1,0.999
10219,SMARCAD1,HDAC1,1,0.252
10220,SMARCAD1,TRIM28,1,0.814
10221,SMARCB1,MYC,1,0.748
10222,SMARCB1,NR3C1,1,0.953
10223,SMARCC1,NR3C1,1,0.96
10224,SMARCC1,SMARCE1,1,0.997
10225,SMARCD1,NR3C1,1,0.951
10226,SMARCE1,NR3C1,1,0.95
10227,SMCR8,ULK1,-1,0.46
10228,SMG1,TP53,1,0.328
10229,SMG1,UPF1,1,0.998
10230,SMG9,SMG1,-1,0.996
10231,SMO,ARRB1,1,0.952
10232,SMO,ARRB2,1,0.96
10233,SMO,FYN,1,0.824
10234,SMO,GNAI1,1,0.929
10235,SMO,GNAI3,1,0.927
10236,SMO,GNG2,1,0.9
10237,SMO,KIF7,1,0.555
10238,SMO,SRC,1,0.824
10239,SMO,STK36,1,0.935
10240,SMURF1,BMPR2,-1,0.928
10241,SMURF1,RHOA,1,0.979
10242,SMURF1,SMAD1,-1,0.984
10243,SMURF1,SMAD2,1,0.989
10244,SMURF1,SMAD3,1,0.986
10245,SMURF1,SMAD4,-1,0.985
10246,SMURF1,SMAD5,-1,0.989
10247,SMURF1,SMAD9,-1,0.978
10248,SMURF1,TGFBR2,-1,0.944
10249,SMURF1,UBB,1,0.958
10250,SMURF2,BMPR2,-1,0.913
10251,SMURF2,CTNNB1,1,0.212
10252,SMURF2,EGFR,-1,0.89
10253,SMURF2,SMAD5,-1,0.986
10254,SMURF2,SMAD7,-1,0.992
10255,SMURF2,SMAD9,-1,0.977
10256,SMURF2,TGFBR1,-1,0.97
10257,SMURF2,TGFBR2,-1,0.941
10258,SMYD2,TP53,-1,0.977
10259,SMYD2,HIST1H3D,1,0.36
10260,SMYD2,HIST1H3H,1,0.36
10261,SMYD2,HIST1H3J,1,0.365
10262,SNAI1,EGR1,-1,0.939
10263,SNAP25,EGFR,1,0.245
10264,SNAPIN,SNAP25,-1,0.824
10265,SNCA,HSPB1,-1,0.464
10266,SNCA,MAPK1,1,0.513
10267,SNCA,MAPK3,1,0.496
10268,SNCA,PRKCE,-1,0.409
10269,SNCA,PSMC3,-1,0.659
10270,SNCA,TH,-1,0.782
10271,SNCB,APP,1,0.494
10272,SNCB,SNCA,-1,0.385
10273,SNIP1,SMAD2,-1,0.959
10274,SNIP1,SMAD4,-1,0.959
10275,SNRPC,EWSR1,-1,0.662
10276,SNTA1,NOS1,1,0.456
10277,SNW1,NOTCH1,1,0.948
10278,SNW1,RBPJ,1,0.969
10279,SNW1,VDR,1,0.619
10280,SNX1,F2R,1,0.939
10281,SNX9,DNM2,1,0.98
10282,SNX9,EGFR,1,0.928
10283,SNX9,WASL,1,0.974
10284,SNX9,DNM1,1,0.982
10285,SOCS1,CRKL,-1,0.921
10286,SOCS1,CSF1,1,0.566
10287,SOCS1,GHR,-1,0.951
10288,SOCS1,IL2RB,-1,0.944
10289,SOCS1,INSR,-1,0.926
10290,SOCS1,IRAK1,-1,0.49
10291,SOCS1,IRS1,-1,0.978
10292,SOCS1,JAK3,-1,0.969
10293,SOCS1,MPL,-1,0.41
10294,SOCS2,EPOR,-1,0.533
10295,SOCS2,GHR,-1,0.98
10296,SOCS2,IGF1R,1,0.765
10297,SOCS2,INSR,-1,0.911
10298,SOCS3,CSF1R,-1,0.502
10299,SOCS3,EPOR,-1,0.956
10300,SOCS3,GHR,-1,0.974
10301,SOCS3,IFNGR1,-1,0.936
10302,SOCS3,IL12RB2,-1,0.546
10303,SOCS3,IL2RB,-1,0.943
10304,SOCS3,IL6R,-1,0.971
10305,SOCS3,IL6ST,-1,0.991
10306,SOCS3,INSR,-1,0.968
10307,SOCS3,IRS1,-1,0.987
10308,SOCS3,IRS2,-1,0.932
10309,SOCS3,JAK3,-1,0.989
10310,SOCS3,LCK,-1,0.947
10311,SOCS3,LIFR,-1,0.447
10312,SOCS3,MAPK8IP1,-1,0.386
10313,SOCS3,PTPN11,-1,0.973
10314,SOCS3,RASA1,1,0.967
10315,SOCS3,STAT4,1,0.594
10316,SOCS3,TFDP1,-1,0.36
10317,SOCS3,TRAF6,-1,0.567
10318,SOCS4,JAK2,-1,0.928
10319,SOCS5,IL4R,-1,0.95
10320,SOCS6,KIT,-1,0.97
10321,SOD1,BCL2,-1,0.957
10322,SORBS1,CBL,1,0.976
10323,SORBS2,ABL1,1,0.685
10324,SOS1,GAB1,1,0.975
10325,SOS1,HRAS,1,0.994
10326,SOS1,KRAS,1,0.991
10327,SOS1,MAPK1,1,0.976
10328,SOS1,MAPK3,1,0.974
10329,SOS1,NRAS,1,0.968
10330,SOS1,RRAS,1,0.986
10331,SOS2,HRAS,1,0.963
10332,SOS2,KRAS,1,0.623
10333,SOST,LRP5,1,0.988
10334,SOSTDC1,BMP7,-1,0.973
10335,SOX17,CTNNB1,-1,0.956
10336,SOX17,TCF7L2,-1,0.91
10337,SOX2,ATOH1,1,0.704
10338,SOX3,CTNNB1,-1,0.922
10339,SOX4,TCF7L2,1,0.904
10340,SOX4,TP53,1,0.718
10341,SOX9,RUNX2,-1,0.911
10342,SP1,ADAM17,1,0.613
10343,SP1,BBC3,1,0.912
10344,SP1,CCNB1,-1,0.943
10345,SP1,CCND1,1,0.627
10346,SP1,CDKN1A,1,0.977
10347,SP1,E2F1,1,0.95
10348,SP1,ETS1,-1,0.977
10349,SP1,GDF15,1,0.191
10350,SP1,HDAC4,1,0.589
10351,SP1,IL10,1,0.563
10352,SP1,LHCGR,1,0.213
10353,SP1,MYC,1,0.967
10354,SP1,SREBF1,1,0.751
10355,SP1,VEGFA,1,0.73
10356,SP1,NOS3,1,0.562
10357,SP1,SLC11A1,1,0.209
10358,SP1,CBS,1,0.199
10359,SP1,CRX,1,0.388
10360,SP1,DPYD,1,0.286
10361,SP1,LDHC,1,0.195
10362,SP1,LHX4,1,0.475
10363,SP1,PRNP,1,0.442
10364,SP1,SLU7,1,0.153
10365,SP1,SMARCA1,1,0.165
10366,SP1,SOD3,1,0.167
10367,SP1,TBX21,1,0.422
10368,SP100,ETS1,-1,0.729
10369,SP2,IRF1,1,0.377
10370,SP3,SP1,1,0.953
10371,SP4,CRX,1,0.47
10372,SPAG9,MAP2K4,1,0.665
10373,SPAG9,MAP3K3,1,0.489
10374,SPAG9,MAPK11,1,0.918
10375,SPAG9,MAPK14,1,0.945
10376,SPAG9,MAX,1,0.369
10377,SPAG9,KLC1,-1,0.994
10378,SPDYA,CDK2,1,0.712
10379,SPEN,NCOR1,1,0.534
10380,SPEN,RBPJ,-1,0.98
10381,SPEN,SRA1,-1,0.354
10382,SPHK2,HDAC1,-1,0.377
10383,SPHK2,HDAC2,-1,0.422
10384,SPHKAP,SPHK1,-1,0.978
10385,SPI1,CSF1,1,0.743
10386,SPI1,CSF2,1,0.807
10387,SPI1,CSF3,1,0.714
10388,SPI1,GATA1,-1,0.921
10389,SPI1,IRF8,1,0.906
10390,SPI1,ITGAM,1,0.678
10391,SPI1,VAV1,1,0.512
10392,SPNS1,BCL2,-1,0.458
10393,SPNS1,BCL2L1,-1,0.488
10394,SPOP,NCOA3,-1,0.409
10395,SPOP,CUL3,1,0.992
10396,SPP1,CD44,1,0.99
10397,SPP1,ITGAV,1,0.967
10398,SPP1,ITGB1,1,0.976
10399,SPP1,ITGA5,1,0.951
10400,SPP1,ITGA9,1,0.939
10401,SPRY1,CBL,-1,0.954
10402,SPRY1,GRB2,-1,0.593
10403,SPRY1,SOS1,-1,0.251
10404,SPRY2,CBL,-1,0.978
10405,SPRY2,CBLB,-1,0.654
10406,SPRY2,GRB2,-1,0.98
10407,SPRY4,CBL,-1,0.944
10408,SPRY4,RAF1,-1,0.58
10409,SPRY4,TESK1,-1,0.882
10410,SPTLC1,ABCA1,-1,0.724
10411,SQSTM1,IKBKB,1,0.933
10412,SQSTM1,IRAK1,1,0.939
10413,SQSTM1,KEAP1,-1,0.938
10414,SQSTM1,NTRK1,1,0.63
10415,SQSTM1,NTRK2,1,0.416
10416,SQSTM1,RIPK1,1,0.949
10417,SQSTM1,TRAF6,1,0.96
10418,SRC,ABL1,1,0.94
10419,SRC,ADAM12,1,0.743
10420,SRC,AKT1,1,0.967
10421,SRC,ANXA1,1,0.535
10422,SRC,ANXA2,1,0.783
10423,SRC,AR,1,0.988
10424,SRC,ARAF,1,0.336
10425,SRC,ARHGAP32,1,0.504
10426,SRC,ARHGDIA,-1,0.753
10427,SRC,ARHGEF4,1,0.523
10428,SRC,ARRB1,-1,0.967
10429,SRC,ASAP1,1,0.754
10430,SRC,BCAR1,1,0.995
10431,SRC,BMX,1,0.947
10432,SRC,BTK,1,0.266
10433,SRC,CASP8,-1,0.766
10434,SRC,CBL,1,0.982
10435,SRC,CBLC,1,0.539
10436,SRC,CDC42,1,0.992
10437,SRC,CDH1,1,0.989
10438,SRC,CDH2,-1,0.746
10439,SRC,CDKN1B,-1,0.682
10440,SRC,CFL1,-1,0.717
10441,SRC,CHUK,1,0.453
10442,SRC,CRK,1,0.996
10443,SRC,CTNND1,1,0.986
10444,SRC,DAPK1,-1,0.186
10445,SRC,DDR2,1,0.398
10446,SRC,EFNB1,1,0.98
10447,SRC,EGFR,1,0.956
10448,SRC,EPHA2,-1,0.929
10449,SRC,EPHA3,-1,0.946
10450,SRC,EPHB2,1,0.952
10451,SRC,ESR1,1,0.99
10452,SRC,EZR,1,0.983
10453,SRC,F2RL2,1,0.91
10454,SRC,FBXO5,1,0.366
10455,SRC,FCGR2A,1,0.921
10456,SRC,FGFR2,-1,0.83
10457,SRC,FLT4,1,0.926
10458,SRC,GAB1,1,0.977
10459,SRC,GAB2,1,0.819
10460,SRC,GIT1,1,0.771
10461,SRC,GJA1,-1,0.851
10462,SRC,GRB2,1,0.976
10463,SRC,GRIN2A,1,0.849
10464,SRC,GSN,1,0.824
10465,SRC,HNF4A,-1,0.449
10466,SRC,HSP90AB1,1,0.93
10467,SRC,IGF1R,1,0.952
10468,SRC,IKBKB,1,0.52
10469,SRC,ITGB7,1,0.85
10470,SRC,JUP,1,0.655
10471,SRC,KDR,1,0.953
10472,SRC,KHDRBS1,1,0.988
10473,SRC,KIT,1,0.467
10474,SRC,KRAS,1,0.767
10475,SRC,MAP2K1,1,0.95
10476,SRC,MAPK1,1,0.968
10477,SRC,MET,-1,0.951
10478,SRC,MUSK,1,0.906
10479,SRC,MYLK,1,0.582
10480,SRC,NRAS,1,0.952
10481,SRC,PAK2,1,0.955
10482,SRC,PDGFRB,1,0.953
10483,SRC,PDPK1,1,0.955
10484,SRC,PIK3CA,1,0.993
10485,SRC,PIK3R3,1,0.94
10486,SRC,PKD1,1,0.462
10487,SRC,PLCG1,1,0.955
10488,SRC,PLCG2,1,0.953
10489,SRC,PPARG,1,0.476
10490,SRC,PPP2CA,-1,0.582
10491,SRC,PRKCA,1,0.954
10492,SRC,PRKCD,1,0.952
10493,SRC,PRKCE,1,0.95
10494,SRC,PRKCI,1,0.937
10495,SRC,PRKCZ,1,0.957
10496,SRC,PRKD1,1,0.516
10497,SRC,PTEN,-1,0.864
10498,SRC,PTK2,1,0.971
10499,SRC,PTK2B,1,0.965
10500,SRC,PTPN6,1,0.863
10501,SRC,PTPRA,1,0.978
10502,SRC,PXN,1,0.995
10503,SRC,RAC1,1,0.941
10504,SRC,RACK1,1,0.986
10505,SRC,RAF1,1,0.603
10506,SRC,RAPGEF1,1,0.973
10507,SRC,RELA,1,0.945
10508,SRC,RET,1,0.945
10509,SRC,RGS16,1,0.409
10510,SRC,RPS6KA3,1,0.346
10511,SRC,RXRA,1,0.518
10512,SRC,SDC2,-1,0.92
10513,SRC,SHC1,1,0.961
10514,SRC,SNCA,1,0.946
10515,SRC,SOS1,1,0.974
10516,SRC,STAT1,1,0.888
10517,SRC,STAT3,1,0.993
10518,SRC,STAT5A,1,0.99
10519,SRC,STAT5B,1,0.906
10520,SRC,SYK,1,0.957
10521,SRC,TGFA,1,0.347
10522,SRC,TGFBR2,1,0.164
10523,SRC,TIAM1,1,0.979
10524,SRC,TRIP6,1,0.942
10525,SRC,TRPV4,1,0.674
10526,SRC,TXK,1,0.491
10527,SRC,VAV2,1,0.941
10528,SRC,VAV3,1,0.341
10529,SRC,VCL,-1,0.99
10530,SRC,WASF1,1,0.592
10531,SRC,WWOX,1,0.762
10532,SRC,LRP1,1,0.544
10533,SRC,ARHGAP35,1,0.989
10534,SRC,NFKBIA,1,0.985
10535,SRC,TERT,-1,0.763
10536,SRC,TRPV1,1,0.914
10537,SRC,PIP5K1C,1,0.194
10538,SRC,CDH5,1,0.854
10539,SRC,CLTC,1,0.519
10540,SRC,FCGR2B,1,0.401
10541,SRC,DNM1,1,0.978
10542,SRC,CEACAM1,1,0.515
10543,SRC,EPS8,1,0.767
10544,SRC,TRPV6,1,0.912
10545,SRC,KHDRBS2,1,0.216
10546,SRC,GUCY2C,1,0.498
10547,SRC,NOS2,1,0.955
10548,SRC,CD33,1,0.434
10549,SRC,DAPP1,1,0.971
10550,SRC,SH3GL1,-1,0.969
10551,SRC,SH2D3C,1,0.655
10552,SRC,KCNA3,1,0.39
10553,SRC,KCNJ1,-1,0.554
10554,SRC,PLSCR1,1,0.711
10555,SRC,MPZL1,1,0.658
10556,SRC,KCNB1,1,0.772
10557,SRC,ENO1,1,0.623
10558,SRC,ARHGAP5,1,0.959
10559,SRC,DGKA,1,0.66
10560,SRC,FARP2,1,0.939
10561,SRC,FUNDC1,-1,0.443
10562,SRC,HCN4,1,0.519
10563,SRC,INPPL1,1,0.822
10564,SRC,SPTAN1,1,0.974
10565,SRC,SPTBN2,1,0.219
10566,SRC,TNS3,1,0.625
10567,SRC,UGT2B7,1,0.437
10568,SRC,VIL1,1,0.434
10569,SRCAP,CREBBP,1,0.739
10570,SREBF1,PPARG,1,0.747
10571,SREK1,SRSF3,1,0.915
10572,SRF,FHL2,1,0.949
10573,SRF,GATA4,1,0.976
10574,SRGAP1,RHOA,-1,0.951
10575,SRGAP3,WASF1,1,0.792
10576,SRI,RYR1,-1,0.43
10577,SRI,ANXA7,-1,0.741
10578,SRP54,SRPRA,1,0.996
10579,SRP54,SRP19,1,0.998
10580,SRP72,SRP68,1,0.999
10581,SRPK1,HNRNPK,1,0.154
10582,SRPK1,SNRNP70,1,0.714
10583,SRPK1,SRSF1,1,0.989
10584,SRPK2,BCL3,1,0.189
10585,SRPK2,EIF4B,1,0.186
10586,SRPK2,SRSF2,1,0.816
10587,SRPK2,SRSF1,1,0.935
10588,SRPK2,ACIN1,1,0.623
10589,SRPK2,ZRANB2,1,0.324
10590,SRPRA,SRP54,1,0.996
10591,SRPRA,SRPRB,1,0.998
10592,SRSF2,SNRNP70,1,0.993
10593,SRSF3,NXF1,1,0.968
10594,SRSF7,NXF1,1,0.948
10595,SS18L1,CREBBP,1,0.58
10596,SSH1,CFL1,1,0.992
10597,SSH1,CORO1B,1,0.469
10598,SSH1,CFL2,-1,0.898
10599,SST,SSTR1,1,0.992
10600,SST,SSTR2,1,0.994
10601,SST,SSTR4,1,0.987
10602,SST,SSTR5,1,0.987
10603,SSTR1,GNAI3,1,0.915
10604,SSTR1,GNAO1,1,0.189
10605,SSTR2,GNAI1,1,0.943
10606,SSTR2,GNAI3,1,0.915
10607,SSTR2,GNAO1,1,0.189
10608,ST6GAL1,CD22,-1,0.601
10609,STAM,JAK1,1,0.883
10610,STAM,JAK2,1,0.925
10611,STAM,JAK3,1,0.962
10612,STAM2,JAK1,1,0.967
10613,STAM2,JAK2,1,0.926
10614,STAM2,TYK2,1,0.872
10615,STAT1,CASP1,1,0.971
10616,STAT1,CDKN1A,1,0.43
10617,STAT1,CDKN1B,1,0.368
10618,STAT1,CREBBP,-1,0.969
10619,STAT1,FADD,1,0.952
10620,STAT1,FAS,1,0.493
10621,STAT1,FASLG,1,0.481
10622,STAT1,HIF1A,-1,0.296
10623,STAT1,IRF1,1,0.996
10624,STAT1,IRF8,1,0.759
10625,STAT1,IRF9,1,0.996
10626,STAT1,ISG15,1,0.992
10627,STAT1,KIT,1,0.978
10628,STAT1,MAPK1,1,0.975
10629,STAT1,MAPK3,1,0.965
10630,STAT1,RELA,-1,0.674
10631,STAT2,IRF9,1,0.996
10632,STAT2,STAT1,1,0.968
10633,STAT3,ALK,1,0.708
10634,STAT3,AR,-1,0.81
10635,STAT3,BCL2,1,0.745
10636,STAT3,BCL2L1,1,0.882
10637,STAT3,CCND1,1,0.991
10638,STAT3,EGR1,1,0.674
10639,STAT3,GATA1,-1,0.758
10640,STAT3,GHR,1,0.964
10641,STAT3,HIF1A,-1,0.845
10642,STAT3,HSP90AA1,1,0.787
10643,STAT3,HSP90AB1,1,0.434
10644,STAT3,IL23R,1,0.968
10645,STAT3,JUNB,1,0.943
10646,STAT3,MYOD1,-1,0.742
10647,STAT3,PTPN11,1,0.89
10648,STAT3,SPI1,1,0.681
10649,STAT3,STAT1,1,0.96
10650,STAT3,TWIST1,1,0.439
10651,STAT3,WNT5A,1,0.577
10652,STAT3,DNMT1,1,0.797
10653,STAT3,NOS2,1,0.645
10654,STAT3,PRDM1,1,0.403
10655,STAT4,SOCS3,1,0.594
10656,STAT5A,BCL2L1,1,0.983
10657,STAT5A,EPOR,1,0.988
10658,STAT5A,FOXP3,1,0.775
10659,STAT5A,GHR,1,0.991
10660,STAT5A,JAK3,-1,0.998
10661,STAT5A,SOCS3,1,0.97
10662,STAT5A,CSN2,1,0.515
10663,STAT5B,IL2RA,1,0.978
10664,STAT6,GATA3,1,0.852
10665,STAT6,IL4R,1,0.993
10666,STAT6,RHOA,1,0.485
10667,STAT6,STAT1,-1,0.857
10668,STAT6,ARG1,1,0.948
10669,STAT6,CHIA,1,0.277
10670,STAT6,CLEC7A,1,0.169
10671,STAT6,NFIL3,1,0.214
10672,STAT6,RETNLB,1,0.968
10673,STAT6,THY1,1,0.912
10674,STEAP3,BNIP3L,1,0.983
10675,STIL,PIN1,1,0.362
10676,STIM1,TRPC1,1,0.992
10677,STK10,MSN,-1,0.196
10678,STK11,BRSK1,1,0.925
10679,STK11,BRSK2,1,0.94
10680,STK11,GSK3B,1,0.579
10681,STK11,MARK1,1,0.521
10682,STK11,MARK2,1,0.955
10683,STK11,MARK3,1,0.341
10684,STK11,NUAK1,1,0.949
10685,STK11,PAK1,-1,0.325
10686,STK11,PRKAA1,1,0.96
10687,STK11,PRKAA2,1,0.967
10688,STK11,PRKAG1,1,0.947
10689,STK11,PTEN,-1,0.909
10690,STK11,SIK1,1,0.951
10691,STK11,SIK2,1,0.928
10692,STK11,TP53,1,0.986
10693,STK11,ETV4,1,0.934
10694,STK11,MARK4,1,0.941
10695,STK11,SNRK,1,0.444
10696,STK11,STRADA,1,0.999
10697,STK17A,TP53,1,0.172
10698,STK24,STK38,1,0.712
10699,STK24,STK38L,1,0.806
10700,STK26,EZR,1,0.912
10701,STK3,ABL1,-1,0.156
10702,STK3,LATS1,1,0.982
10703,STK3,LATS2,1,0.987
10704,STK3,MOB1A,1,0.989
10705,STK3,MOB1B,1,0.993
10706,STK3,NEK2,1,0.192
10707,STK3,SAV1,1,0.994
10708,STK3,WWTR1,1,0.94
10709,STK3,MOB4,1,0.723
10710,STK36,GLI1,1,0.995
10711,STK36,GLI2,1,0.987
10712,STK36,SUFU,1,0.995
10713,STK38,MAP3K1,-1,0.668
10714,STK38,MAP3K2,-1,0.77
10715,STK38L,NUAK1,1,0.241
10716,STK39,MAPK14,1,0.501
10717,STK4,ABL1,-1,0.442
10718,STK4,FOXO1,1,0.902
10719,STK4,FOXO3,1,0.954
10720,STK4,LATS1,1,0.98
10721,STK4,LATS2,1,0.986
10722,STK4,MAP2K4,1,0.189
10723,STK4,MOB1A,1,0.986
10724,STK4,MOB1B,1,0.987
10725,STK4,SAV1,1,0.993
10726,STK4,STK38,1,0.757
10727,STK4,TP53,-1,0.666
10728,STK4,FOXO4,1,0.814
10729,STRADB,XIAP,1,0.682
10730,STRAP,SMAD2,-1,0.935
10731,STRAP,SMAD3,-1,0.934
10732,STUB1,SMAD1,-1,0.369
10733,STUB1,SMAD5,-1,0.369
10734,STX1A,CDK5,1,0.511
10735,STX1A,SNAP25,-1,0.999
10736,STX1A,CACNA1D,-1,0.96
10737,STX3,CACNA1B,-1,0.21
10738,STXBP1,PLD1,-1,0.518
10739,STXBP1,STX1A,1,0.998
10740,STXBP6,SNAP25,-1,0.68
10741,SUFU,GLI2,-1,0.995
10742,SUFU,SAP18,1,0.948
10743,SUFU,SMO,-1,0.975
10744,SUFU,GLIS2,-1,0.156
10745,SUFU,GLIS3,-1,0.43
10746,SUGT1,NOD1,1,0.44
10747,SUGT1,NLRP3,1,0.812
10748,SUMO1,CTBP1,1,0.925
10749,SUMO1,HIPK2,-1,0.668
10750,SUMO1,MRTFA,-1,0.37
10751,SUMO1,NR3C1,1,0.573
10752,SUMO1,NRIP1,1,0.288
10753,SUMO1,PARP1,-1,0.965
10754,SUMO1,SMAD4,1,0.708
10755,SUMO1,SRF,-1,0.155
10756,SUMO1,TRAF6,1,0.167
10757,SUMO1,UIMC1,1,0.946
10758,SUMO1,XRCC4,1,0.907
10759,SUMO1,YAP1,1,0.394
10760,SUMO1,ZBTB16,1,0.516
10761,SUMO1,CTCF,1,0.156
10762,SUMO2,KDM1A,1,0.478
10763,SUMO2,RARA,1,0.516
10764,SUMO3,PARP1,-1,0.915
10765,SUV39H1,HIST1H3D,-1,0.67
10766,SUV39H1,HIST1H3H,-1,0.671
10767,SUV39H1,HIST1H3J,-1,0.802
10768,SUV39H2,HIST1H3D,-1,0.65
10769,SUV39H2,HIST1H3H,-1,0.647
10770,SUV39H2,HIST1H3J,-1,0.676
10771,SV2A,SYT1,1,0.777
10772,SVIL,AR,1,0.64
10773,SYK,BLNK,1,0.995
10774,SYK,BTK,1,0.956
10775,SYK,CBLB,1,0.947
10776,SYK,CD19,1,0.981
10777,SYK,CTTN,1,0.857
10778,SYK,DUSP3,1,0.53
10779,SYK,EZR,1,0.653
10780,SYK,FGR,1,0.961
10781,SYK,GAB2,1,0.979
10782,SYK,GRB2,1,0.989
10783,SYK,IKZF1,1,0.375
10784,SYK,IL15RA,1,0.632
10785,SYK,LAT,1,0.988
10786,SYK,LAT2,1,0.963
10787,SYK,LCK,-1,0.959
10788,SYK,LCP2,1,0.994
10789,SYK,MAP4K1,1,0.728
10790,SYK,MSN,1,0.74
10791,SYK,PIK3AP1,1,0.949
10792,SYK,PIK3R2,1,0.556
10793,SYK,PLCG1,1,0.957
10794,SYK,PLCG2,1,0.968
10795,SYK,PRKCA,1,0.473
10796,SYK,PRKD1,1,0.482
10797,SYK,PTK2,1,0.517
10798,SYK,PTK2B,1,0.951
10799,SYK,PXN,1,0.809
10800,SYK,RPS6KA2,1,0.393
10801,SYK,SH3BP2,1,0.777
10802,SYK,SHC1,1,0.986
10803,SYK,SLC4A1,1,0.569
10804,SYK,STAT3,1,0.801
10805,SYK,STAT5A,1,0.964
10806,SYK,TUBA1A,1,0.557
10807,SYK,VAV1,1,0.993
10808,SYK,VAV2,1,0.978
10809,SYK,HCLS1,1,0.98
10810,SYK,MAPT,-1,0.654
10811,SYK,TUBA4A,1,0.557
10812,SYK,LAX1,1,0.419
10813,SYMPK,CSTF2,1,0.939
10814,SYMPK,CSTF1,1,0.385
10815,SYNGAP1,NRAS,-1,0.913
10816,SYT1,RIMS1,1,0.948
10817,SYT1,SNAP25,1,0.999
10818,SYT1,STX1A,1,0.999
10819,SYT1,STX3,1,0.966
10820,SYVN1,GPR37,1,0.415
10821,TAB1,MAP3K7,1,0.997
10822,TAB1,MAPK14,1,0.981
10823,TAB1,NR2C2,1,0.604
10824,TAB3,MAP3K7,1,0.975
10825,TAC1,TACR1,1,0.998
10826,TAC1,TACR2,1,0.992
10827,TAC1,TACR3,1,0.987
10828,TAC3,TACR1,1,0.987
10829,TAC3,TACR2,1,0.984
10830,TAC3,TACR3,1,0.996
10831,TAC4,TACR1,1,0.815
10832,TACC2,TTK,1,0.403
10833,TADA3,ESR1,1,0.665
10834,TADA3,TP53,1,0.706
10835,TAF1,CDKN1B,1,0.215
10836,TAF1,GTF2F1,1,0.989
10837,TAF1,GTF2A1,1,0.989
10838,TAF7,TAF1,-1,0.999
10839,TAGLN,RNF14,-1,0.677
10840,TAL1,TCF3,-1,0.908
10841,TANK,TBK1,1,0.991
10842,TAOK1,MAP2K3,1,0.948
10843,TAOK1,STK3,1,0.157
10844,TAOK1,STK4,1,0.802
10845,TAOK2,ELK1,1,0.36
10846,TAOK2,MAP2K3,1,0.982
10847,TAOK2,MAP2K4,1,0.174
